ContainerID,cycle_duration_days,Avg_Dist,Spearman,collection_fill_percentage,avg_daily_fill_growth,overflow_flag
10078,29,89.5632183908046,72.16766658214414,51.0,1.7586206896551724,0
10078,73,84.72340425531915,70.58103961310353,58.5,0.8013698630136986,0
10078,35,58.42307692307692,67.00411864003205,71.0,2.0285714285714285,0
10078,60,55.44444444444444,60.22681483521474,54.0,0.9,0
10078,52,83.21666666666667,75.91888173220596,59.0,1.1346153846153846,0
10078,48,82.24,81.98339219466759,61.0,1.2708333333333333,0
10078,20,83.35135135135135,71.1698640334549,81.0,4.05,1
10079,0,80.72727272727272,70.80084821987143,62.5,inf,0
10079,10,82.07462686567165,62.45386352964998,58.5,5.85,0
10079,39,75.96610169491525,42.40803188484031,40.5,1.0384615384615385,0
10079,24,81.18571428571428,82.44994281119929,54.0,2.25,0
10079,56,97.45454545454544,94.66972239569016,68.0,1.2142857142857142,0
10079,25,88.66666666666667,91.22863175692552,100.0,4.0,1
10079,3,88.82456140350877,87.94315569954135,100.0,33.333333333333336,1
10079,46,76.15151515151516,68.90661188974931,70.5,1.5326086956521738,0
10079,21,99.88235294117646,92.62019759573931,32.5,1.5476190476190477,0
10079,15,80.53061224489795,67.61977879351643,30.0,2.0,0
10079,30,76.42105263157895,63.74561586231642,73.0,2.433333333333333,0
10079,37,90.51428571428572,77.69048920537774,59.0,1.5945945945945945,0
10079,27,74.61290322580645,85.12209531572093,100.0,3.7037037037037037,1
10079,24,93.87096774193547,92.16811154048428,62.5,2.6041666666666665,0
10079,21,82.35,62.26705068387912,71.0,3.380952380952381,0
10079,28,99.33333333333331,89.50551826101827,53.0,1.8928571428571428,0
10079,25,96.76190476190476,64.15217699092493,71.0,2.84,0
10079,17,94.77272727272728,81.18958599917264,54.0,3.176470588235294,0
10079,56,94.76923076923076,42.81833305851181,52.0,0.9285714285714286,0
10079,10,100.0,100.0,70.0,7.0,0
10079,1,75.96875,70.9811220114783,67.0,67.0,0
10079,42,80.0,82.22716480432948,71.0,1.6904761904761905,0
10079,31,87.1875,42.80863447390446,100.0,3.225806451612903,1
10079,11,87.68,88.24169858567126,64.0,5.818181818181818,0
10079,17,90.33333333333331,83.10952227338628,74.0,4.352941176470588,0
10079,11,81.625,61.50498864129818,58.0,5.2727272727272725,0
10079,10,85.11111111111111,34.10049906815511,52.0,5.2,0
10079,4,94.1875,75.84237301183785,62.0,15.5,0
10079,39,82.23529411764706,86.8894849074878,53.0,1.358974358974359,0
10079,24,95.03571428571428,82.87338357644116,76.5,3.1875,0
10079,21,78.0,78.77154372041782,52.5,2.5,0
10079,18,90.0909090909091,76.41415880506635,47.0,2.611111111111111,0
10079,34,98.91836734693878,84.15587230968437,52.0,1.5294117647058822,0
10079,42,65.62,78.8907231397211,75.0,1.7857142857142858,0
10079,28,95.57894736842104,86.79173688326445,88.0,3.142857142857143,1
10079,14,97.55555555555556,87.8903681754562,55.0,3.9285714285714284,0
10079,13,85.04166666666667,11.67433998246213,76.0,5.846153846153846,0
10079,18,76.86111111111111,77.19754792157309,54.5,3.0277777777777777,0
10079,25,83.76,95.40977876543128,67.0,2.68,0
10079,16,88.5,71.65410061057311,100.0,6.25,1
10079,4,89.12,79.78364422890878,100.0,25.0,1
10079,16,68.09375,71.33935019465743,87.0,5.4375,1
10079,13,85.80952380952381,87.89538071401594,87.5,6.730769230769231,1
10079,13,89.87878787878788,80.41232829159776,56.0,4.3076923076923075,0
10081,0,79.5625,55.397300453114525,42.5,inf,0
10081,24,85.33333333333333,36.976095499904794,54.0,2.25,0
10081,1,71.93103448275862,57.66344431434701,33.0,33.0,0
